client_id,sample_id,x1,x2,x3,x4,label
c0,s174,-2.320356012386145,-0.9636384443688041,-0.9151561158459262,-0.20110465451883033,0
c0,s135,-1.686468151234102,-0.8262294663639526,0.24766590110894313,-0.1792266254497549,0
c0,s153,-1.4237344353990602,0.44632214754306365,-0.8065989043073726,-1.2826346502605217,0
c0,s38,-1.674682944704357,-0.4863079090733309,-0.05378255081832049,1.767929913579883,0
c0,s107,-1.38218151537704,0.39282746825991893,-1.0405439391575344,0.47469708846320197,0
c0,s157,-1.040586052512433,-2.41278033092949,1.6109369950118944,2.549327952607003,0
c0,s85,-2.2912895085981,0.3043667290302598,0.07203357323257792,0.41389028537269307,0
c0,s102,-1.993060371054156,-1.296472328074761,-1.4821853974428207,-2.3336161198483047,0
c0,s152,-1.6855973173848082,0.5380344399282511,-1.034308051674399,0.2352761115882635,0
c0,s82,-1.172007192594816,-0.5182798423662747,1.5112284332767216,0.637533810897696,0
c0,s182,-1.1401609191262305,-1.1195358752705262,0.4478137167227104,0.05827433093544655,0
c0,s178,-1.0350781140406409,-0.01208465078826744,-0.21069001436315682,-1.2158909241041307,0
c0,s47,-1.368159199245665,1.6509279322312496,1.723665720783297,-0.17951921328260065,0
c0,s192,-1.2798409576400205,1.681816619300824,1.7289953408857035,1.359220600295612,0
c0,s96,-1.6012779371188537,-0.7941362900254239,0.43963660601699356,0.524187842812771,0
c0,s124,-1.8314060842151236,-0.3356073681186462,-1.9908119951239978,-1.495060830227205,0
c0,s197,-1.0824271973882869,-0.15105187760692926,-0.7460982566525134,-1.2503155389231464,0
c0,s194,-1.093471370461983,0.39699130449884,0.0603859284244171,-1.3026521168344645,0
c0,s24,-1.3226996123544024,-0.9972468276014818,0.3997742267234366,-0.9054790553600608,0
c0,s165,-1.6919626491697632,-0.01756282647744591,-0.9024230947925126,-0.3423409386638824,0
c0,s30,-1.023497492621865,0.17927563495631615,0.21999668397176517,1.3591875752404365,0
c0,s145,-2.409921965799875,-1.1563476602653329,-0.2937789201521298,-1.0721330214268592,0
c0,s1,-1.9510351886538364,-1.302179506862318,0.12784040316728537,-0.3162425923435822,0
c0,s15,-1.6828697716158048,-0.33488502998577485,0.1627530651050056,0.5862223313592781,0
c0,s87,-1.5815943994539423,1.475949048053509,0.3683566127006584,0.846583985843404,0
c0,s71,-1.110430684414478,-0.47152480744994896,0.2637172043565196,0.05246679835624363,0
c0,s51,-2.0501721010310225,-0.04871840193011795,-0.8432302702928711,-1.218813060423628,0
c0,s126,-2.964528837841651,-0.5434955079326346,2.4204150122474024,0.4348842714636474,0
c0,s179,-1.5634779478686884,0.6857490352746618,-0.3509523822179781,-1.0222802816473295,0
c0,s116,-1.1173841129896078,-0.458675284939333,-0.2931915866487618,1.9372311624295169,0
c0,s188,-1.0150679057288161,2.0487556508632867,1.785168402072131,1.1360486835554284,0
c0,s134,-0.5387713176177432,1.1478126607335635,-2.3942603049004716,-0.7865657751041687,1
c0,s55,-0.22385881688049952,0.2424967912712216,0.17657335845371103,-1.0843880722333665,1
c0,s60,-0.8768607781675882,-0.09426255425255699,-1.7577283913566313,-1.4670452453909906,1
c0,s76,-0.0613243458288473,-1.052898510703949,-0.33445617235587666,1.3000445946989585,1
c0,s106,-0.8881338537336524,-0.35801668807442916,0.8035850193786016,1.7207698311659838,1
c0,s159,-0.18992384102225704,-1.1133880419218483,0.5795611424764774,0.5245073752860862,1
c0,s5,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,1
c0,s25,-0.3781625540393897,1.2992282977860654,-0.35626397106142593,0.7375155684670865,1
c0,s177,-0.22153611573080054,0.6474846907094743,-0.013646791795296761,0.701663648089567,1
c0,s161,-0.33732516206850605,-0.1420032144075213,0.6152567669685612,-1.7306716055072182,1
c0,s68,-0.09728659841348947,2.093168308930595,1.5733549024752425,0.3858465525565008,1
c0,s118,-0.28436383804009513,0.18532564941538202,0.6191711169753933,-0.33925848388401536,1
c0,s127,-0.5595722860494895,0.46508020950030626,-1.5609583529944429,-0.29732336269763543,1
c0,s40,-0.9651167622323719,-0.7252260645357532,2.1284697324351645,-0.8213866792243861,1
c0,s28,-0.5941499556967944,-1.4460578543884546,0.07212950771386951,-0.5294927090638024,1
c0,s32,-0.6397515327497477,-0.9265759414055249,-0.38980980315576796,-1.3766861475563088,1
c0,s151,-0.6366152831022357,0.5411316108045314,0.7629264823369366,0.4480993639362036,1
c0,s181,-0.9228864418952676,1.461178866720329,0.2825869829192965,0.7673172404612268,1
c0,s9,-0.11394745765487507,-0.840156476962528,-0.8244812156912396,0.6505927878247011,1
c0,s90,-0.1525225324523588,0.3833938643534951,0.9998242469102946,-1.0585360819784093,1
c0,s195,-0.051197111816596905,-0.07972956385680847,1.79756116664464,0.8942133285134095,1
c0,s18,-0.9194522860016113,0.49716074405376404,0.14242573607056525,0.6904853540677682,1
c0,s26,-0.933617680009877,-0.20543755786763002,-0.9500220549105812,-0.3390330759005625,1
c0,s23,-0.42329831204415375,-0.07971821090639905,-1.6873344339580298,-1.4471124724230873,1
c0,s65,-0.23817374397466523,-0.2663874900089551,0.23216988962625595,-0.555327218819016,1
c0,s108,-0.1310866506877266,-1.8309058258475304,0.9282969915684843,-0.605000712808731,1
c0,s57,-0.8532433505588201,-0.2873833615491761,-1.4634420018370031,-0.5907070139634865,1
c0,s133,-0.44856420802835434,0.4523339506431387,-1.5657590721805144,0.6374709026511215,1
c0,s100,-0.17961141383145854,0.19677609665695725,0.8205284754174188,-0.3937411722245721,1
c0,s109,-0.5339002383735546,-1.06975241128969,-0.6542832766875555,0.4278904406949172,1
c0,s164,-0.8690472478647824,0.17739611463694044,1.2125188368316004,-0.3237917042866007,1
c0,s171,-0.4354074729439623,-0.4791031709119801,0.7908017211789892,1.498374440296732,1
c0,s139,-0.7535275803573779,-1.0322626705778368,-1.2444717876010754,-0.8887973132309185,1
c0,s103,-0.6782644401551767,0.7494338997277404,-0.28488406638257474,0.19779008194185213,1
c0,s84,-0.6711402773965811,0.31200947155124387,1.1553120361066962,0.6087614722244398,1
c0,s6,-0.4283278221631072,-0.3521335504882296,0.5323091855533487,0.36544406436407834,1
c0,s2,-0.016801157504288795,-0.85304392757358,0.8793979748628286,0.7777919354289483,1
c0,s94,-0.2051616888660442,-2.003522292066514,1.604254361517141,-0.45769943095682564,1
c0,s123,-0.28624873355569186,0.4539655793086961,-0.3086730555464126,0.9355471254651493,1
c0,s121,-0.056783194392691534,-0.17040758116420443,-0.7794823967254196,0.4303013589575532,1
c0,s167,-0.5227186961696804,-2.564744341820567,0.7848440366081351,0.27236975527423984,1
c0,s140,-0.07068038165207131,0.3342951284977145,0.051142058552161786,-0.765535277429713,1
c0,s130,-0.9701495196514126,-0.8876956557145598,1.3357843363202329,-0.19134398669506028,1
c0,s72,-0.292171185803555,-0.10348826806596086,-0.25197737820688537,0.15256251210246857,1
c0,s43,-0.45498348034078,-1.2256057637672482,-1.2779375743196193,0.17258791772211948,1
c0,s36,-0.812941095310326,-0.41535726017968533,-0.6120967990598081,-0.14079088641638526,1
c0,s19,-0.42725264633653426,0.15853969107671423,0.6255903939673367,-0.3093465397202384,1
c0,s158,-0.40526926544933184,-1.9368380406201853,-0.31048397619594376,-0.2862229498406692,1
c0,s149,-0.520588412855411,0.8126012877536446,0.24165971982083806,-1.7749620596421283,1
c0,s113,1.9510125601262995,2.076980529053753,0.0693811351327787,0.1601905933170753,3
